title,brand,description,price,inventory,category,image_1,image_2,image_3,image_4
Razer BlackWidow V3 - Green Switch - US,Razer,Mechanical Gaming Keyboard with Razer Chroma RGB,139.99,15,keyboard,https://assets3.razerzone.com/iA-LbTJ3ikhhZ2GTNcIotXaKo8A=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh36%2Fh7a%2F9261073006622%2Frazer-blackwidow-v3-1500x1000-0-V3.jpg,https://assets3.razerzone.com/36QDEx4Y4bTl5h3VvfIfVTggVrA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhef%2Fh90%2F9089910931486%2Frazer-blackwidow-v3-1500x1000_2.jpg,https://assets3.razerzone.com/gwGvW-TWvkK4PTct2ZcE-Rgc96I=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh41%2Fh90%2F9089910997022%2Frazer-blackwidow-v3-1500x1000_3.jpg,https://assets3.razerzone.com/w4ov5VR5FKnqw_qUS5lr7zl3ssE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhef%2Fh45%2F9089911029790%2Frazer-blackwidow-v3-1500x1000_4.jpg
Razer BlackWidow V3 - Green Switch - US - Quartz,Razer,Mechanical Gaming Keyboard with Razer Chroma RGB,139.99,15,keyboard,https://assets3.razerzone.com/N8SFouMojfDTDw7nVvItHkjdaqg=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh57%2Fh94%2F9089910833182%2Frazer-blackwidow-v3-quart-1500x1000_1.jpg,https://assets3.razerzone.com/l1xmGKmHOweDbDD4hwz5YP06c7g=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh85%2Fh45%2F9089911062558%2Frazer-blackwidow-v3-quart-1500x1000_2.jpg,https://assets3.razerzone.com/7Q4yF-5sZPBCU-weh4_o700auFE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhae%2Fh94%2F9089910800414%2Frazer-blackwidow-v3-quart-1500x1000_3.jpg,https://assets3.razerzone.com/SdCG4MC9DueFJ-QsYC9EGiwelR8=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh98%2Fh90%2F9089910964254%2Frazer-blackwidow-v3-quart-1500x1000_5.jpg
Razer BlackWidow V3 Pro - Green Switch - US,Razer,Wireless Full-height Mechanical Gaming Keyboard with Razer Chroma RGB,229.99,20,keyboard,https://assets3.razerzone.com/tkdHpt2Tb1Z_4fZrt-je88MK_fA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh22%2Fhee%2F9086247993374%2Frazer-blackwidow-v3-pro-1500x1000_0.jpg,https://assets3.razerzone.com/wIDMcWlruEip0h4z0_rB3LOrvDg=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhcb%2Fhc3%2F9086248157214%2Frazer-blackwidow-v3-pro-1500x1000_1.jpg,https://assets3.razerzone.com/GWcGhvSwvITi4TvV2LOTic6LMHI=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhcb%2Fhed%2F9086247960606%2Frazer-blackwidow-v3-pro-1500x1000_2.jpg,https://assets3.razerzone.com/65yUiNpOTVbOv41XZYfpu4c5Jmk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh34%2Fhc7%2F9086248058910%2Frazer-blackwidow-v3-pro-1500x1000_3.jpg
Razer BlackWidow Elite - Yellow Switch - US,Razer,The Complete Mechanical Gaming Keyboard,169.99,15,keyboard,https://assets3.razerzone.com/uhZa4BMHL9wIUp-DxvCUQMOsMqc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2d%2Fh26%2F9081236881438%2Frazer-blackwidow-elite-gallery-01.jpg,https://assets3.razerzone.com/JRey6j0p2T1lTE-13sQjZznh-Fc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd4%2Fh28%2F9081236914206%2Frazer-blackwidow-elite-gallery-02.jpg,https://assets3.razerzone.com/Nl7LdAjavnAVF3DW40m8RzqeOsY=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh04%2Fh22%2F9081236717598%2Frazer-blackwidow-elite-gallery-03.jpg,https://assets3.razerzone.com/LWIc8QYbHGM3rjDjUYzCgH8It5U=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf5%2Fh1b%2F9081236586526%2Frazer-blackwidow-elite-gallery-04.jpg
Razer Ornata V3 - US,Razer,Low-profile Mecha-membrane RGB Keyboard,69.99,10,keyboard,https://assets3.razerzone.com/sdSSyrUBHrf_LurJT110k7jHpq4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh91%2Fha4%2F9413534318622%2F220623-ornata-v3-1500x1000-1.jpg,https://assets3.razerzone.com/LW4PiyXkQNoiGN5q0yPM0eKQIRQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh91%2Fhfa%2F9413682266142%2F220623-ornata-v3-2-1500x1000-2.jpg,https://assets3.razerzone.com/DaKgbQMdbjhLauwfy6TsLHkN-No=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh80%2Fhf7%2F9413682331678%2F220623-ornata-v3-2-1500x1000-3.jpg,https://assets3.razerzone.com/3jGElEWkiOkF8hGF6FjrERQ8xQk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh3b%2Fhfa%2F9413682298910%2F220623-ornata-v3-2-1500x1000-6.jpg
Razer Pro Type Ultra - US,Razer,Wireless Mechanical Keyboard for Productivity,159.99,15,keyboard,https://assets3.razerzone.com/ryRh0JzGIDxlMR7RndA7n8u5z28=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc5%2Fh96%2F9311020908574%2F220117-pro-type-ultra-1500x1000-1.jpg,https://assets3.razerzone.com/4id1RhjSyZtnr1BJZrjkAh3BuAY=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh30%2Fh97%2F9311020941342%2F220117-pro-type-ultra-1500x1000-3.jpg,https://assets3.razerzone.com/0pPiV15b1GYg1U0mTnXDrLUgeAs=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh87%2Fh97%2F9311020974110%2F220117-pro-type-ultra-1500x1000-5.jpg,https://assets3.razerzone.com/tKHJx50HYcVxUy8y-cS8jN3_qcA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd9%2Fhe1%2F9311021006878%2F220117-pro-type-ultra-1500x1000-6.jpg
Razer Cynosa V2 - US,Razer,Membrane gaming keyboard with Razer Chroma RGB,59.99,10,keyboard,https://assets3.razerzone.com/AUw3yhL9llVb2QZ0J7aSfn9DPL0=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh83%2Fh93%2F9081237995550%2FCynosa-V2-Phoenix-Hero_1500x1000.jpg,https://assets3.razerzone.com/a3wJn6K5-aFdLIq3DhNsrh2TA6w=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc4%2Fh8f%2F9081237864478%2FCynosa-V2-Phoenix-02_1500x1000.jpg,https://assets3.razerzone.com/xwjDXe_zeA6QhDCNvSuZVldK-IQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh9e%2Fhf2%2F9081238650910%2FCynosa-V2-Phoenix-06_1500x1000.jpg,https://assets3.razerzone.com/7jEnCsMkTGaQD7S1pWXblmep_q4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh97%2Fhde%2F9081238093854%2FCynosa-V2-Phoenix-07_1500x1000.jpg
Razer DeathStalker V2 Pro - Linear Optical Switch - US,Razer,Wireless Low-Profile RGB Optical Gaming Keyboard,249,20,keyboard,https://assets3.razerzone.com/bsIZwDms_tf0hauT2qWTVkTNeGQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh50%2Fh7f%2F9422672527390%2F220726-deathstalker-v2-pro-1500x1000-1.jpg,https://assets3.razerzone.com/M2agKtHTUh4a6QYsz0TtTsWMf38=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh80%2Fh78%2F9422672723998%2F220726-deathstalker-v2-pro-1500x1000-3.jpg,https://assets3.razerzone.com/VBAW0OdG5yUBFx1fqsdlo5v6pb4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhb6%2Fh85%2F9422672363550%2F220726-deathstalker-v2-pro-1500x1000-2.jpg,https://assets3.razerzone.com/aFv45Y06y9mHLNcx2sOV7rRxDB4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh4e%2Fh82%2F9422672461854%2F220726-deathstalker-v2-pro-1500x1000-5.jpg
Razer DeathStalker V2 Pro Tenkeyless - US,Razer,Wireless Low-Profile RGB Tenkeyless Optical Keyboard,219.99,20,keyboard,https://assets3.razerzone.com/H1kOA074p-R0Dw2npybbhx4JKno=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf7%2Fh81%2F9422672494622%2F220726-deathstalker-v2-pro-tkl-1500x1000-1.jpg,https://assets3.razerzone.com/Qoh6pvWIImVGdh-BD5WhIG4fulc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh91%2Fh7b%2F9422672658462%2F220726-deathstalker-v2-pro-tkl-1500x1000-2.jpg,https://assets3.razerzone.com/4GPmE3JbAGgoUQ2kCDMNml3fAVo=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh8f%2Fh7e%2F9422672592926%2F220726-deathstalker-v2-pro-tkl-1500x1000-3.jpg,https://assets3.razerzone.com/QLX-YwzG27C-sBZpXz66wIZcmRE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc0%2Fh74%2F9422672855070%2F220726-deathstalker-v2-pro-tkl-1500x1000-6.jpg
Razer Barracuda Pro,Razer,Wireless Gaming Headset with Hybrid ANC,249.99,20,headset,https://assets3.razerzone.com/cxZvrMuWUmYvBj_jkkvqmk_46xQ=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhac%2Fhfc%2F9407843500062%2F220531-barracuda-pro-1500x1000-1.jpg,https://assets3.razerzone.com/HWnT1Jzgv-dWpJzXBg1uwXb-FdM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh3f%2Fhf8%2F9407843696670%2F220531-barracuda-pro-1500x1000-2.jpg,https://assets3.razerzone.com/Pl5kIw_IRiXfbDMEsLWPBa6e-wM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh96%2Fhf8%2F9407843663902%2F220531-barracuda-pro-1500x1000-3.jpg,https://assets3.razerzone.com/Gmuth1gqD95ai-8QHLWktG0H7Vg=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh98%2Fhf5%2F9407843729438%2F220531-barracuda-pro-1500x1000-4.jpg
Razer Barracuda,Razer,Wireless Multi-platform Gaming and Mobile Headset,159.99,20,headset,https://assets3.razerzone.com/J5CSmGPQ4hRShIBWavAtoWmvK_E=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhed%2Fhf8%2F9407843631134%2F220531-barracuda-1500x1000-1.png,https://assets3.razerzone.com/fbaM0FBX9aZarmp9EuijL1gR87o=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh55%2Fhfc%2F9407843532830%2F220531-barracuda-1500x1000-2.png,https://assets3.razerzone.com/Fumr-LimL0ukOo8fkEmVs4v-OeM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd7%2Fhf4%2F9407843794974%2F220531-barracuda-1500x1000-3.png,https://assets3.razerzone.com/RkCaNKwptSAzwv3XpCcRLHJrqII=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh2d%2Fhf5%2F9407843762206%2F220531-barracuda-1500x1000-5.png
Razer Barracuda X - Black,Razer,Wireless Multi-platform Gaming and Mobile Headset,99.99,15,headset,https://assets3.razerzone.com/rV8Jd2p34GnWw4q0UHhErPSDbdc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh06%2Fhd1%2F9195729518622%2FBarracuda-X-1500x1000-1.jpg,https://assets3.razerzone.com/M2bos_E_0LTr8Au5twmGRCaFOXU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh5b%2Fhd4%2F9195729420318%2FBarracuda-X-1500x1000-2.jpg,https://assets3.razerzone.com/tI2-kY20WI9nnXDPYOTocYmwYeY=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh9c%2Fhd0%2F9195729551390%2FBarracuda-X-1500x1000-5.jpg,https://assets3.razerzone.com/XABpbAMSNnDRkf4r6wM7hFskvtc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh47%2Fhcd%2F9195729649694%2FBarracuda-X-1500x1000-6.jpg
Razer Barracuda X - Mercury,Razer,Wireless Multi-platform Gaming and Mobile Headset,99.99,15,headset,https://assets3.razerzone.com/3LXjpReLC0vkNzJ-klOKD20DKsM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhea%2Fh8c%2F9248880459806%2F211021-barracuda-x-mercury-1500x1000-1.jpg,https://assets3.razerzone.com/d731fvSfiwHjcAuX2XsoHYbUrAU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh82%2Fh89%2F9248880558110%2F211021-barracuda-x-mercury-1500x1000-2.jpg,https://assets3.razerzone.com/_3-kNgOGUkHe5h05g3yp0nbOd6Q=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhb2%2Fh82%2F9248880754718%2F211021-barracuda-x-mercury-1500x1000-3.jpg,https://assets3.razerzone.com/wrqEIrFa6Mw81t9ccJgKNEOsVDg=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhc2%2Fh85%2F9248880689182%2F211021-barracuda-x-mercury-1500x1000-4.jpg
Razer Barracuda X - Quartz,Razer,Wireless Multi-platform Gaming and Mobile Headset,99.99,15,headset,https://assets3.razerzone.com/5qR3jqwHCP4-BBI0YZFXG5oKA38=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhfe%2Fh93%2F9248880230430%2F211021-barracuda-x-quartz-1500x1000-1.jpg,https://assets3.razerzone.com/AiD_yGfu_OyDJrcJ2GafyH2H1XU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd9%2Fh89%2F9248880525342%2F211021-barracuda-x-quartz-1500x1000-2.jpg,https://assets3.razerzone.com/OjrwuCUIGb6CoYZEE5Ny6P7LAEM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh80%2Fh8c%2F9248880492574%2F211021-barracuda-x-quartz-1500x1000-3.jpg,https://assets3.razerzone.com/pOkvY_LfgXaHE7FnAnqJIbIYDE8=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhe8%2Fh8f%2F9248880394270%2F211021-barracuda-x-quartz-1500x1000-4.jpg
Razer Kraken V3 HyperSense,Razer,Wired USB Gaming Headset with Haptic Technology,129.99,15,headset,https://assets3.razerzone.com/FtHlGv3eiTmnzS3tBHVOIcIx_p8=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh50%2Fh58%2F9248879378462%2F211021-kraken-v3-hypersense-1500x1000-1.jpg,https://assets3.razerzone.com/DXmrqL78vr82sqqCT4Tm7mKwMWk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh89%2Fh62%2F9248879673374%2F211021-kraken-v3-hypersense-1500x1000-2.jpg,https://assets3.razerzone.com/JlQA5R4dQ1ZOkOri4cJ0Y714ZmM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhca%2Fh5e%2F9248879542302%2F211021-kraken-v3-hypersense-1500x1000-4.jpg,https://assets3.razerzone.com/t4-lX_WPfbOM2zgEiHi5fvDhjNg=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf1%2Fh65%2F9248879771678%2F211021-kraken-v3-hypersense-1500x1000-5.jpg
Razer Kraken V3,Razer,Wired USB Gaming Headset with Razer Chroma RGB,99.99,15,headset,https://assets3.razerzone.com/NoOLfb_PcCjFndA5ZPT3g0ji7_g=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh0a%2Fh5b%2F9248879411230%2F211021-kraken-v3-1500x1000-1.jpg,https://assets3.razerzone.com/nsNEL8pF0tmxfHfHDVFjUqPNLUU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh5f%2Fh5e%2F9248879509534%2F211021-kraken-v3-1500x1000-2.jpg,https://assets3.razerzone.com/_3Pp8GTWFMRGXWG0-0mIBgdkT6Y=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fha2%2Fh57%2F9248879312926%2F211021-kraken-v3-1500x1000-3.jpg,https://assets3.razerzone.com/xyQuN6fiCuT1vR7v-baXIfwPpME=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf9%2Fh57%2F9248879345694%2F211021-kraken-v3-1500x1000-4.jpg
Razer Kraken V3 Pro,Razer,Wireless Gaming Headset with Haptic Technology,199.99,20,headset,https://assets3.razerzone.com/-bjuotR1xBPpOtjHdarNj6GVwaM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhb8%2Fh5b%2F9248879476766%2F211021-kraken-v3-pro-1500x1000-1.jpg,https://assets3.razerzone.com/anINIwZ1MZT4cGc562mn9rs9lIA=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh50%2Fh93%2F9248880295966%2F211021-kraken-v3-pro-1500x1000-2.jpg,https://assets3.razerzone.com/IdaaDSZOcR6XhUadNt6QylCV7Fs=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh66%2Fh97%2F9248880132126%2F211021-kraken-v3-pro-1500x1000-4.jpg,https://assets3.razerzone.com/ZvGdt1_GYwzaYNsnh2kQlfhzxFo=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fha7%2Fh93%2F9248880263198%2F211021-kraken-v3-pro-1500x1000-6.jpg
Razer Kraken V3 X,Razer,Wired USB Gaming Headset,69.99,10,headset,https://assets3.razerzone.com/FFVKY9f4Ov6XQTkdXFDxC2_LKQ4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh76%2Fhc4%2F9161895411742%2FkrakenV3X-1500x1000-1.jpg,https://assets3.razerzone.com/DHKOF-gh-sllXeO7iMfHiELKBEU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh60%2Fhc0%2F9161895575582%2FkrakenV3X-1500x1000-2.jpg,https://assets3.razerzone.com/Clzkb6dLe-q3AgmpxtXoeBaEqxw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh80%2Fhb3%2F9161895903262%2FkrakenV3X-1500x1000-5.jpg,https://assets3.razerzone.com/CMi8YSGaFVhU44H7TOfs0UJJqpI=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhd3%2Fhb2%2F9161895968798%2FkrakenV3X-1500x1000-6.jpg
Razer Kraken BT - Kitty Edition,Razer,Wireless Bluetooth Headset with Razer Chroma RGB,99.99,10,headset,https://assets3.razerzone.com/oQaQwzZm6FiZbehwhJZ4TeuuhU4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh4a%2Fhfe%2F9090914320414%2FkrakenBTkittyQuartz-gallery-1500x1000-img6.jpg,https://assets3.razerzone.com/1Kzt6V_XXgL0pcHBRS97VnPB98M=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhf8%2Fhfe%2F9090914385950%2FkrakenBTkittyQuartz-gallery-1500x1000-img7.jpg,https://assets3.razerzone.com/23sdab8IJ0CZI4qlkbp1fjMni2M=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fha1%2Fhfe%2F9090914353182%2FkrakenBTkittyQuartz-gallery-1500x1000-img9.jpg,https://assets3.razerzone.com/nAf9vuTgR_AFJxF3wYXaulen3Do=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh60%2Fhfe%2F9090914418718%2FkrakenBTkittyQuartz-gallery-1500x1000-img5.jpg
Razer Kraken Kitty - Black,Razer,Razer Kitty Ear USB Headset with Chroma,149.99,10,headset,https://assets3.razerzone.com/9ulkeUsBkHiA2P_luKUuqdTA0cM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh43%2Fhcb%2F9243320156190%2FKraken-Kitty-Black-1500x1000-2.jpg,https://assets3.razerzone.com/JoleHxgmWffvCjXyrGWR1bwiOUk=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhec%2Fhca%2F9243320188958%2FKraken-Kitty-Black-1500x1000-3.jpg,https://assets3.razerzone.com/jx4dzOk_9dYtmUGlADUbzlzKpYM=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh84%2Fhc7%2F9243320287262%2FKraken-Kitty-Black-1500x1000-4.jpg,https://assets3.razerzone.com/rpLJCIIdSf34hgBs7K_8J3Jcmaw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh32%2Fhc8%2F9243320221726%2FKraken-Kitty-Black-1500x1000-6.jpg
Razer Kraken Ultimate,Razer,USB Surround Sound Headset with ANC Microphone,129.99,15,headset,https://assets3.razerzone.com/QmrdhLEMGf5wahRTA7-J2-6SLBw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh23%2Fh89%2F9081229541406%2Frazer-kraken-ultimate-gallery-hero-1500x1000.jpg,https://assets3.razerzone.com/AUTQTBW-aAo88cD2TF3Ujj1cktE=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh89%2Fh8f%2F9081229705246%2Fkraken-ult-gallery-1500x1000-3.jpg,https://assets3.razerzone.com/DMCJmVa2pR31qwgofhPiaSSu_AU=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhe2%2Fh8c%2F9081229672478%2Fkraken-ult-gallery-1500x1000-4.jpg,https://assets3.razerzone.com/u6I2hDEdJMQqXUwAT0yPF8hv_sc=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh76%2Fh70%2F9081230032926%2Fkraken-ult-gallery-1500x1000-5.jpg
Razer BlackShark V2 Pro - White,Razer,Wireless esports headset,179.99,15,headset,https://assets3.razerzone.com/wjsZ9TzLHDcWGmXorV1A_QQBrZI=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhee%2Fhba%2F9242824081438%2F210928-blackshark-v2-pro-white-1500x1000-1-v2.jpg,https://assets3.razerzone.com/h4hJM3I5YlsTcbDROj6jv-r3hxw=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fh42%2Fhbe%2F9242824179742%2F210928-blackshark-v2-pro-white-1500x1000-2.jpg,https://assets3.razerzone.com/JaW7pxFx5VHaC_rpTSbpBWGEow4=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fheb%2Fhbd%2F9242824146974%2F210928-blackshark-v2-pro-white-1500x1000-4.jpg,https://assets3.razerzone.com/nEe0Oy5Hy9KS_vOTlrZ-Vr7A2xo=/1500x1000/https%3A%2F%2Fhybrismediaprod.blob.core.windows.net%2Fsys-master-phoenix-images-container%2Fhfd%2Fhc0%2F9242824212510%2F210928-blackshark-v2-pro-white-1500x1000-6-v2.jpg
